trial,choice_arm_index,choice_planet_label,is_optimal,exploration,intent,intent_reason,explanation,context_mercury,context_krypton,context_nobelium,reward_received,w_intercept_arm_0,w_mercury_arm_0,w_krypton_arm_0,w_nobelium_arm_0,w_intercept_arm_1,w_mercury_arm_1,w_krypton_arm_1,w_nobelium_arm_1,w_intercept_arm_2,w_mercury_arm_2,w_krypton_arm_2,w_nobelium_arm_2,w_intercept_arm_3,w_mercury_arm_3,w_krypton_arm_3,w_nobelium_arm_3,feature_uncertainty_mercury_arm_0,feature_uncertainty_krypton_arm_0,feature_uncertainty_nobelium_arm_0,feature_uncertainty_mercury_arm_1,feature_uncertainty_krypton_arm_1,feature_uncertainty_nobelium_arm_1,feature_uncertainty_mercury_arm_2,feature_uncertainty_krypton_arm_2,feature_uncertainty_nobelium_arm_2,feature_uncertainty_mercury_arm_3,feature_uncertainty_krypton_arm_3,feature_uncertainty_nobelium_arm_3,mapping_arm_0,mapping_arm_1,mapping_arm_2,mapping_arm_3,agent_mu_arm_0,agent_sigma_arm_0,agent_mu_arm_1,agent_sigma_arm_1,agent_mu_arm_2,agent_sigma_arm_2,agent_mu_arm_3,agent_sigma_arm_3,simulation_id,agent_name,reg,k
36,0,B,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury on (-0.3), Krypton off (-13.5), Nobelium off (+16.5).",1,-1,-1,61,49.843685262739996,-0.20980463421881268,13.083406166090938,-16.68846383484192,27.96115280607067,-17.71752813265271,-27.96115280607067,8.303067904017837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0944564858131718,0.0865954096877326,0.05963111857508816,0.10402160235280303,50.07783811695126,0.29049106695951543,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,52.17316809133828,0.37057082082801707,29.901709575470797,0.9981309682128734,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
37,1,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury on (-17.7), Krypton off (+28.0), Nobelium on (+8.3).",1,-1,1,45,49.843685262739996,-0.20980463421881268,13.083406166090938,-16.68846383484192,27.960985257422863,-17.825087498063127,-27.960985257422863,8.195709396120094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09441597904809654,0.08392347006281965,0.05922889819520936,0.10402160235280303,50.07783811695126,0.29049106695951543,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,19.862010627588326,0.5314459282440455,46.50784538350647,0.40807855773025303,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
38,0,B,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury on (-0.2), Krypton off (-13.1), Nobelium off (+16.7).",1,-1,-1,49,49.6640330520775,-0.2323768051272168,13.266731662487285,-16.617335673028364,27.960985257422863,-17.825087498063127,-27.960985257422863,8.195709396120094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09441597904809654,0.08392347006281965,0.05922889819520936,0.09808581889123953,50.077838102547915,0.2845774318899598,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,53.23893829727216,0.34747963723544956,29.901173620662505,0.9981308943849904,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
39,1,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury on (-17.8), Krypton off (+28.0), Nobelium on (+8.2).",1,-1,1,53,49.6640330520775,-0.2323768051272168,13.266731662487285,-16.617335673028364,27.96163746456574,-17.40639723473658,-27.96163746456574,8.613617792757964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943842001996717,0.08182724825437178,0.058913343485723135,0.09808581889123953,50.077838102547915,0.2845774318899598,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,19.54758891143463,0.5256125849563684,46.29259241290269,0.3778297678871348,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
40,1,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury on (-17.4), Krypton off (+28.0), Nobelium on (+8.6).",1,-1,1,44,49.6640330520775,-0.2323768051272168,13.266731662487285,-16.617335673028364,27.961366868484532,-17.580108833726705,-27.961366868484532,8.440230584671042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943842001996717,0.08182724825437178,0.058913343485723135,0.09363305585024596,50.07783809174316,0.28014128359611606,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,19.54758891143463,0.5256125849563684,47.130495487152864,0.35344312876012507,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
41,0,B,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury on (-0.2), Krypton off (-13.3), Nobelium off (+16.6).",1,-1,-1,52,49.63410411954042,-0.236137187355979,13.29727254140963,-16.605486166982452,27.961366868484532,-17.580108833726705,-27.961366868484532,8.440230584671042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943842001996717,0.08182724825437178,0.058913343485723135,0.09016924714349009,50.07783808333813,0.27669039951735147,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,52.78226025749136,0.3282286727785069,29.902394318571318,0.9981307959205211,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
42,0,B,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (+0.2), Krypton on (+13.3), Nobelium on (-16.6).",-1,1,1,61,50.363656041663894,-0.14546503787983056,13.611245928027131,-15.83555886290695,27.961366868484532,-17.580108833726705,-27.961366868484532,8.440230584671042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09435860273454712,0.08013876779347553,0.058659168112122864,0.09016924714349009,50.07783808333813,0.27669039951735147,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,46.56202768132358,0.36808956885771876,26.020339418397747,14.153150292494594,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
43,0,B,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (+0.1), Krypton on (+13.6), Nobelium on (-15.8).",-1,1,1,54,50.62165944407994,-0.11339915968829928,13.72228148226105,-15.563276852482929,27.961366868484532,-17.580108833726705,-27.961366868484532,8.440230584671042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09431381916567909,0.07960178971980397,0.05543015119430871,0.09016924714349009,50.07783808333813,0.27669039951735147,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,48.2848081446639,0.3454314428735459,26.020339418397747,14.153150292494594,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
44,0,B,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (+0.1), Krypton on (+13.7), Nobelium on (-15.6).",-1,1,1,51,50.70757033175285,-0.10272174988031679,13.759254494780109,-15.47261142329151,27.961366868484532,-17.580108833726705,-27.961366868484532,8.440230584671042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09427858369875472,0.07917929830984685,0.05288957835293584,0.09016924714349009,50.07783808333813,0.27669039951735147,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,48.89406323354636,0.32650074434718246,26.020339418397747,14.153150292494594,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
45,0,B,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury on (-0.1), Krypton off (-13.8), Nobelium off (+15.5).",1,-1,-1,52,50.69572912826291,-0.10420852160979166,13.770269133836088,-15.468992247875825,27.961366868484532,-17.580108833726705,-27.961366868484532,8.440230584671042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09425013693216167,0.07883820691598467,0.050838489239052514,0.09016924714349009,50.07783808333813,0.27669039951735147,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,52.31820551038393,0.3103852438466454,29.902394318571318,0.9981307959205211,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
46,0,B,1,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (+0.1), Krypton on (+13.8), Nobelium off (+15.5).",-1,1,-1,77,50.669223009198916,0.060758096670134876,13.776069887634222,-15.311264476114665,27.961366868484532,-17.580108833726705,-27.961366868484532,8.440230584671042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09422620277931099,0.07752458613130757,0.050696665563157606,0.09016924714349009,50.07783808333813,0.27669039951735147,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,80.03919903158462,0.35690794397468517,9.139878249055663,14.157049695871729,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
47,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+17.6), Krypton off (+28.0), Nobelium on (+8.4).",-1,-1,1,82,50.669223009198916,0.060758096670134876,13.776069887634222,-15.311264476114665,27.964207538808267,-17.585795677160384,-27.964207538808267,8.440239241977537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090461718069248,0.07752047915524504,0.047660191040755445,0.09016924714349009,50.07783808333813,0.27669039951735147,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,21.521130548779894,0.5812553026644791,81.94307315536682,0.49976593003102476,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
48,0,B,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (-0.1), Krypton on (+13.8), Nobelium on (-15.3).",-1,1,1,49,50.66646525177161,0.06037693827910573,13.774929025610565,-15.314167277768519,27.964207538808267,-17.585795677160384,-27.964207538808267,8.440239241977537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090461718069248,0.07752047915524504,0.047660191040755445,0.07769722081351124,50.07472610798782,0.2766903706132108,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,49.073270324048345,0.30990279613974764,26.02603491913792,14.152708333509477,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
49,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+17.6), Krypton off (+28.0), Nobelium on (+8.4).",-1,-1,1,86,50.66646525177161,0.06037693827910573,13.774929025610565,-15.314167277768519,28.132457227175095,-17.92262097603654,-28.132457227175095,8.440752004441293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09087495650450136,0.0772547517631194,0.04593988861646032,0.07769722081351124,50.07472610798782,0.2766903706132108,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,21.516992010113427,0.5782395530159873,81.95444999675445,0.4470460851418865,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
50,0,B,1,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (-0.1), Krypton on (+13.8), Nobelium off (+15.3).",-1,1,-1,81,50.67628478204399,-0.0033183460179913027,13.772523416021713,-15.37544103263565,28.132457227175095,-17.92262097603654,-28.132457227175095,8.440752004441293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09087495650450136,0.0772547517631194,0.04593988861646032,0.06937994143401464,50.07265081021938,0.2766903513377693,100.0,100.0,100.0,100.0,100.0,100.0,B,C,A,D,79.69518461687159,0.3360254205830437,9.481868971595247,14.156317672129857,0.0,20.0,0.0,20.0,19,"UCB(reg=100, k=0.5)",100,0.5
1,0,C,0,1,explore,learn how each signal affects this planet,"Exploring Planet 1 to learn how each signal affects this planet: Mercury off, Krypton on, Nobelium off.",-1,1,-1,57,14.214463840398821,-14.214463840398821,14.214463840398821,-14.214463840398821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,C,B,A,D,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
2,0,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (+14.2), Krypton on (+14.2), Nobelium on (-14.2).",-1,1,1,83,23.294509151413877,-23.294509151413877,23.294509151413877,12.935323383085304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.06234413965088,75.06234413965088,75.06234413965088,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,C,B,A,D,28.428927680797642,17.327705461445365,0.0,20.0,0.0,20.0,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
3,1,B,0,1,explore,learn how each signal affects this planet,"Exploring Planet 2 to learn how each signal affects this planet: Mercury on, Krypton off, Nobelium on.",1,-1,1,20,23.294509151413877,-23.294509151413877,23.294509151413877,12.935323383085304,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.72212978369384,66.72212978369384,0.4975124378109541,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,C,B,A,D,-10.359185768328572,16.346854199554873,0.0,20.0,0.0,20.0,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
4,2,A,1,1,explore,learn how each signal affects this planet,"Exploring Planet 3 to learn how each signal affects this planet: Mercury on, Krypton off, Nobelium on.",1,-1,1,77,23.294509151413877,-23.294509151413877,23.294509151413877,12.935323383085304,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,19.20199501246907,19.20199501246907,-19.20199501246907,19.20199501246907,0.0,0.0,0.0,0.0,66.72212978369384,66.72212978369384,0.4975124378109541,75.06234413965088,75.06234413965088,75.06234413965088,100.0,100.0,100.0,100.0,100.0,100.0,C,B,A,D,-10.359185768328572,16.346854199554873,19.950124688279175,0.9987523388778501,0.0,20.0,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
5,2,A,0,0,exploit,estimated effects favor this planet,"Exploit Planet 3 because estimated effects favor this planet: Mercury off (-19.2), Krypton off (+19.2), Nobelium on (+19.2).",-1,-1,1,54,23.294509151413877,-23.294509151413877,23.294509151413877,12.935323383085304,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,21.797004991680296,11.44278606965148,-21.797004991680296,21.797004991680296,0.0,0.0,0.0,0.0,66.72212978369384,66.72212978369384,0.4975124378109541,75.06234413965088,75.06234413965088,75.06234413965088,75.06234413965088,75.06234413965088,75.06234413965088,100.0,100.0,100.0,C,B,A,D,36.22983253449918,16.346854199554873,9.975062344139587,17.327705461445365,38.40399002493814,17.327705461445365,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
6,2,A,1,0,exploit,estimated effects favor this planet,"Exploit Planet 3 because estimated effects favor this planet: Mercury on (+11.4), Krypton off (+21.8), Nobelium off (-21.8).",1,-1,-1,79,23.294509151413877,-23.294509151413877,23.294509151413877,12.935323383085304,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,33.18028242224617,11.52766528623404,-33.18028242224617,-0.9411626439394638,0.0,0.0,0.0,0.0,66.72212978369384,66.72212978369384,0.4975124378109541,75.06234413965088,75.06234413965088,75.06234413965088,0.4975124378109541,66.72212978369384,66.72212978369384,100.0,100.0,100.0,C,B,A,D,-36.22983253449918,16.346854199554873,9.975062344139587,17.327705461445365,33.23979106133177,16.346854199554873,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
7,2,A,1,0,exploit,estimated effects favor this planet,"Exploit Planet 3 because estimated effects favor this planet: Mercury on (+11.5), Krypton off (+33.2), Nobelium off (+0.9).",1,-1,-1,75,23.294509151413877,-23.294509151413877,23.294509151413877,12.935323383085304,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,32.703094346722764,11.524107141379872,-32.703094346722764,0.0120235119099803,0.0,0.0,0.0,0.0,66.72212978369384,66.72212978369384,0.4975124378109541,75.06234413965088,75.06234413965088,75.06234413965088,0.496589617156484,50.12437964876672,0.49658961715647365,100.0,100.0,100.0,C,B,A,D,-36.22983253449918,16.346854199554873,9.975062344139587,17.327705461445365,78.82939277466585,0.9981341153742043,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
8,0,C,0,1,explore,learn how each signal affects this planet,"Exploring Planet 1 to learn how each signal affects this planet: Mercury on, Krypton on, Nobelium off.",1,1,-1,26,27.185307112533437,-15.522615967229427,27.185307112533437,12.906311713569615,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,32.703094346722764,11.524107141379872,-32.703094346722764,0.0120235119099803,0.0,0.0,0.0,0.0,66.72212978369384,66.72212978369384,0.4975124378109541,75.06234413965088,75.06234413965088,75.06234413965088,0.49658789367320344,50.09338126927316,0.3729051171754392,100.0,100.0,100.0,C,B,A,D,10.359185768328572,16.346854199554873,0.0,20.0,11.512083629469892,14.155357413042424,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
9,2,A,1,0,exploit,estimated effects favor this planet,"Exploit Planet 3 because estimated effects favor this planet: Mercury on (+11.5), Krypton off (+32.7), Nobelium off (-0.0).",1,-1,-1,76,27.185307112533437,-15.522615967229427,27.185307112533437,12.906311713569615,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,32.626761693996144,11.52353796823948,-32.626761693996144,0.16449846161865977,0.0,0.0,0.0,0.0,0.49658961715647365,50.12437964876672,0.496589617156484,75.06234413965088,75.06234413965088,75.06234413965088,0.49658789367320344,50.09338126927316,0.3729051171754392,100.0,100.0,100.0,C,B,A,D,-28.428927680799042,14.159758229475777,9.975062344139587,17.327705461445365,76.91827232291541,0.7064461673101979,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
10,2,A,1,0,exploit,estimated effects favor this planet,"Exploit Planet 3 because estimated effects favor this planet: Mercury on (+11.5), Krypton off (+32.6), Nobelium off (-0.2).",1,-1,-1,83,27.185307112533437,-15.522615967229427,27.185307112533437,12.906311713569615,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,33.025109151293094,11.52650823935069,-33.025109151293094,-0.6312030677918408,0.0,0.0,0.0,0.0,0.49658961715647365,50.12437964876672,0.496589617156484,75.06234413965088,75.06234413965088,75.06234413965088,0.49658731774729825,50.083022729698,0.3315742215344752,100.0,100.0,100.0,C,B,A,D,-28.428927680799042,14.159758229475777,9.975062344139587,17.327705461445365,76.6125628946131,0.5769905085326522,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
11,0,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (+15.5), Krypton on (+27.2), Nobelium on (+12.9).",-1,1,1,81,26.9610626984969,-15.520943892530127,26.9610626984969,12.458382098489825,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,33.025109151293094,11.52650823935069,-33.025109151293094,-0.6312030677918408,0.0,0.0,0.0,0.0,0.49658961715647365,50.12437964876672,0.496589617156484,75.06234413965088,75.06234413965088,75.06234413965088,0.49658702951519085,50.07783861892198,0.3108894580192767,100.0,100.0,100.0,C,B,A,D,82.79954190586591,0.9981341153742225,0.0,20.0,-12.157711307142531,14.153150319686441,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
12,2,A,1,0,exploit,estimated effects favor this planet,"Exploit Planet 3 because estimated effects favor this planet: Mercury on (+11.5), Krypton off (+33.0), Nobelium off (+0.6).",1,-1,-1,85,26.9610626984969,-15.520943892530127,26.9610626984969,12.458382098489825,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,33.36403818307387,11.529035457971986,-33.36403818307387,-1.3082159217870775,0.0,0.0,0.0,0.0,0.4965878936731931,50.09338126927316,0.37290511717544217,75.06234413965088,75.06234413965088,75.06234413965088,0.49658702951519085,50.07783861892198,0.3108894580192767,100.0,100.0,100.0,C,B,A,D,-27.97932599101995,14.155357413042424,9.975062344139587,17.327705461445365,78.20792960972872,0.4997662739936898,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
13,0,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (+15.5), Krypton on (+27.0), Nobelium off (-12.5).",-1,1,-1,49,26.95734391161491,-13.534697125473159,26.95734391161491,14.447103931689316,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,33.36403818307387,11.529035457971986,-33.36403818307387,-1.3082159217870775,0.0,0.0,0.0,0.0,0.4965878936731931,50.09338126927316,0.37290511717544217,75.06234413965088,75.06234413965088,75.06234413965088,0.49658685648970025,50.074726601602215,0.2984724119537779,100.0,100.0,100.0,C,B,A,D,56.98468719103411,0.9975139703599515,-9.975062344139587,17.327705461445365,-10.220819536184909,14.18770469411534,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
14,0,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (+13.5), Krypton on (+27.0), Nobelium off (-14.4).",-1,1,-1,48,26.955789447516963,-12.70444000330744,26.955789447516963,15.27839563894624,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,33.36403818307387,11.529035457971986,-33.36403818307387,-1.3082159217870775,0.0,0.0,0.0,0.0,0.37313510040811904,50.09338083652314,0.24914446266220247,75.06234413965088,75.06234413965088,75.06234413965088,0.49658685648970025,50.074726601602215,0.2984724119537779,100.0,100.0,100.0,C,B,A,D,53.00228101701367,0.7062261961290495,-9.975062344139587,17.327705461445365,-10.220819536184909,14.18770469411534,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
15,0,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (+12.7), Krypton on (+27.0), Nobelium off (-15.3).",-1,1,-1,41,26.953379126258753,-11.417059748664556,26.953379126258753,16.567380100746895,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,33.36403818307387,11.529035457971986,-33.36403818307387,-1.3082159217870775,0.0,0.0,0.0,0.0,0.33184748311371404,50.093380691793996,0.20775388408958045,75.06234413965088,75.06234413965088,75.06234413965088,0.49658685648970025,50.074726601602215,0.2984724119537779,100.0,100.0,100.0,C,B,A,D,51.33762325939513,0.5768706408514723,-9.975062344139587,17.327705461445365,-10.220819536184909,14.18770469411534,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
16,2,A,1,0,exploit,estimated effects favor this planet,"Exploit Planet 3 because estimated effects favor this planet: Mercury on (+11.5), Krypton off (+33.4), Nobelium on (-1.3).",1,-1,1,81,26.953379126258753,-11.417059748664556,26.953379126258753,16.567380100746895,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,33.36554802905097,12.536774049731264,-33.36554802905097,-0.29846587826216364,0.0,0.0,0.0,0.0,0.31117794999441706,50.09338061933925,0.1870328061805966,75.06234413965088,75.06234413965088,75.06234413965088,0.49658685648970025,50.074726601602215,0.2984724119537779,100.0,100.0,100.0,C,B,A,D,5.150320352082339,14.16411939759313,19.950124688279175,0.9987523388778501,76.94889590233265,0.9975130445824805,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
17,2,A,0,1,explore,learn how each signal affects this planet,"Exploring Planet 3 to learn how each signal affects this planet: Mercury on, Krypton on, Nobelium off.",1,1,-1,51,26.953379126258753,-11.417059748664556,26.953379126258753,16.567380100746895,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,52.30589902562676,12.583959894495138,-14.387448403734874,-0.3079972305143386,0.0,0.0,0.0,0.0,0.31117794999441706,50.09338061933925,0.1870328061805966,75.06234413965088,75.06234413965088,75.06234413965088,0.3731346375249124,50.074726324481865,0.17452687853606616,100.0,100.0,100.0,C,B,A,D,25.922318403106054,0.9981314196638845,0.0,20.0,12.835239927993428,14.152708347084179,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
18,2,A,0,0,exploit,estimated effects favor this planet,"Exploit Planet 3 because estimated effects favor this planet: Mercury on (+12.6), Krypton on (-14.4), Nobelium off (+0.3).",1,1,-1,48,26.953379126258753,-11.417059748664556,26.953379126258753,16.567380100746895,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,51.60679002139884,12.582218213522452,-15.087950751003499,-0.30764541791153377,0.0,0.0,0.0,0.0,0.31117794999441706,50.09338061933925,0.1870328061805966,75.06234413965088,75.06234413965088,75.06234413965088,0.3728269284213972,0.29845970148966217,0.17451432327012867,100.0,100.0,100.0,C,B,A,D,25.922318403106054,0.9981314196638845,0.0,20.0,50.81040774690136,0.9975130421330605,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
19,2,A,0,0,exploit,estimated effects favor this planet,"Exploit Planet 3 because estimated effects favor this planet: Mercury on (+12.6), Krypton on (-15.1), Nobelium off (+0.3).",1,1,-1,51,26.953379126258753,-11.417059748664556,26.953379126258753,16.567380100746895,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,51.87090692365186,12.582876204451537,-14.823307456663606,-0.3077783294521659,0.0,0.0,0.0,0.0,0.31117794999441706,50.09338061933925,0.1870328061805966,75.06234413965088,75.06234413965088,75.06234413965088,0.3728261622102403,0.17451429200688234,0.17451429200688448,100.0,100.0,100.0,C,B,A,D,25.922318403106054,0.9981314196638845,0.0,20.0,49.40870290182933,0.7062258667249918,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
20,2,A,1,0,exploit,estimated effects favor this planet,"Exploit Planet 3 because estimated effects favor this planet: Mercury on (+12.6), Krypton off (+14.8), Nobelium on (-0.3).",1,-1,1,76,26.953379126258753,-11.417059748664556,26.953379126258753,16.567380100746895,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,51.86967872592908,12.090042052231126,-14.823059855109566,-0.8015947121682636,0.0,0.0,0.0,0.0,0.31117794999441706,50.09338061933925,0.1870328061805966,75.06234413965088,75.06234413965088,75.06234413965088,0.3728259059578594,0.13306187253937973,0.17451428155117565,100.0,100.0,100.0,C,B,A,D,5.150320352082339,14.16411939759313,19.950124688279175,0.9987523388778501,78.96931225531483,0.7062258667242687,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
21,2,A,1,0,exploit,estimated effects favor this planet,"Exploit Planet 3 because estimated effects favor this planet: Mercury on (+12.1), Krypton off (+14.8), Nobelium off (+0.8).",1,-1,-1,75,26.953379126258753,-11.417059748664556,26.953379126258753,16.567380100746895,4.987531172069794,4.987531172069794,-4.987531172069794,4.987531172069794,51.869361160663715,12.089724486965821,-14.441663971491375,-0.42019882855007396,0.0,0.0,0.0,0.0,0.31117794999441706,50.09338061933925,0.1870328061805966,75.06234413965088,75.06234413965088,75.06234413965088,0.33153822523643806,0.13306186211799023,0.13306186211799176,100.0,100.0,100.0,C,B,A,D,-27.98443984941145,14.155357402873163,9.975062344139587,17.327705461445365,79.58437534543803,0.4469903420180539,0.0,20.0,0,"UCB(reg=100, k=1.96)",100,1.96
